date,publication_date,dosen_kumulativ,personen_erst_kumulativ,personen_voll_kumulativ,personen_min1_kumulativ,personen_zweit_kumulativ,dosen_biontech_kumulativ,personen_erst_biontech_kumulativ,personen_voll_biontech_kumulativ,personen_min1_biontech_kumulativ,personen_zweit_biontech_kumulativ,dosen_moderna_kumulativ,personen_erst_moderna_kumulativ,personen_voll_moderna_kumulativ,personen_min1_moderna_kumulativ,personen_zweit_moderna_kumulativ,dosen_astrazeneca_kumulativ,personen_erst_astrazeneca_kumulativ,personen_voll_astrazeneca_kumulativ,personen_min1_astrazeneca_kumulativ,personen_zweit_astrazeneca_kumulativ,dosen_janssen_kumulativ,personen_erst_janssen_kumulativ,personen_voll_janssen_kumulativ,personen_min1_janssen_kumulativ,personen_zweit_janssen_kumulativ,indikation_alter_dosen,indikation_alter_erst,indikation_alter_voll,indikation_alter_min1,indikation_alter_zweit,indikation_beruf_dosen,indikation_beruf_erst,indikation_beruf_voll,indikation_beruf_min1,indikation_beruf_zweit,indikation_medizinisch_dosen,indikation_medizinisch_erst,indikation_medizinisch_voll,indikation_medizinisch_min1,indikation_medizinisch_zweit,indikation_pflegeheim_dosen,indikation_pflegeheim_erst,indikation_pflegeheim_voll,indikation_pflegeheim_min1,indikation_pflegeheim_zweit,dosen_differenz_zum_vortag,personen_erst_differenz_zum_vortag,personen_voll_differenz_zum_vortag,personen_min1_differenz_zum_vortag,personen_zweit_differenz_zum_vortag,impf_quote_dosen,impf_quote_erst,impf_quote_voll,impf_quote_min1,impf_quote_zweit,impf_inzidenz_dosen,impf_inzidenz_erst,impf_inzidenz_voll,impf_inzidenz_min1,impf_inzidenz_zweit,dosen_kumulativ_alter_unter18,personen_erst_kumulativ_alter_unter18,personen_voll_kumulativ_alter_unter18,personen_min1_kumulativ_alter_unter18,personen_zweit_kumulativ_alter_unter18,impf_quote_dosen_alter_unter18,impf_quote_erst_alter_unter18,impf_quote_voll_alter_unter18,impf_quote_min1_alter_unter18,impf_quote_zweit_alter_unter18,impf_inzidenz_dosen_alter_unter18,impf_inzidenz_erst_alter_unter18,impf_inzidenz_voll_alter_unter18,impf_inzidenz_min1_alter_unter18,impf_inzidenz_zweit_alter_unter18,dosen_kumulativ_alter_18bis59,personen_erst_kumulativ_alter_18bis59,personen_voll_kumulativ_alter_18bis59,personen_min1_kumulativ_alter_18bis59,personen_zweit_kumulativ_alter_18bis59,impf_quote_dosen_alter_18bis59,impf_quote_erst_alter_18bis59,impf_quote_voll_alter_18bis59,impf_quote_min1_alter_18bis59,impf_quote_zweit_alter_18bis59,impf_inzidenz_dosen_alter_18bis59,impf_inzidenz_erst_alter_18bis59,impf_inzidenz_voll_alter_18bis59,impf_inzidenz_min1_alter_18bis59,impf_inzidenz_zweit_alter_18bis59,dosen_kumulativ_alter_60plus,personen_erst_kumulativ_alter_60plus,personen_voll_kumulativ_alter_60plus,personen_min1_kumulativ_alter_60plus,personen_zweit_kumulativ_alter_60plus,impf_quote_dosen_alter_60plus,impf_quote_erst_alter_60plus,impf_quote_voll_alter_60plus,impf_quote_min1_alter_60plus,impf_quote_zweit_alter_60plus,impf_inzidenz_dosen_alter_60plus,impf_inzidenz_erst_alter_60plus,impf_inzidenz_voll_alter_60plus,impf_inzidenz_min1_alter_60plus,impf_inzidenz_zweit_alter_60plus
2021-03-30,2021-03-31 08:00,13488151,9428662,4059489,9428662,4059489,10054888,6147152,3907736,6147152,3907736,627826,478071,149755,478071,149755,2805437,2803439,1998,2803439,1998,0,0,0,0,0,6572527,4267472,2305055,4267472,2305055,5387099,3999620,1387479,3999620,1387479,840368,694365,146003,694365,146003,1710056,969478,740578,969478,740578,,197247,90070,,,16.218208989892602,11.337062493670095,4.881146496222509,11.337062493670093,4.881146496222509,162.18208989892602,113.37062493670093,48.81146496222509,113.37062493670093,48.81146496222509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31,2021-04-01 08:00,13779636,9627222,4152414,9627222,4152414,10273234,6279968,3993266,6279968,3993266,656820,499669,157151,499669,157151,2849582,2847585,1997,2847585,1997,0,0,0,0,0,6737864,4361683,2376181,4361683,2376181,5451657,4051661,1399996,4051661,1399996,883012,731337,151675,731337,151675,1721250,976586,744664,976586,744664,,184098,90936,,,16.56869176899397,11.575811865398885,4.992879903595082,11.575811865398885,4.992879903595082,165.68691768993966,115.75811865398886,49.92879903595082,115.75811865398886,49.92879903595082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-02,2021-04-03 08:00,14381068,10046898,4334170,10046898,4334170,10722876,6562591,4160285,6562591,4160285,713067,541246,171821,541246,171821,2945125,2943061,2064,2943061,2064,0,0,0,0,0,7059600,4546531,2513069,4546531,2513069,5610780,4180017,1430763,4180017,1430763,972290,811666,160624,811666,160624,1742297,990012,752285,990012,752285,,146510,70441,,,17.291856112958463,12.080432037284726,5.211424075673739,12.080432037284726,5.211424075673739,172.91856112958465,120.80432037284726,52.114240756737395,120.80432037284726,52.114240756737395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-05,2021-04-06 08:00,15082044,10547269,4534775,10547269,4534775,11198126,6857330,4340796,6857330,4340796,772390,580588,191802,580588,191802,3111528,3109351,2177,3109351,2177,0,0,0,0,0,7450338,4790225,2660113,4790225,2660113,5764010,4298640,1465370,4298640,1465370,1072253,899052,173201,899052,173201,1752125,995960,756165,995960,756165,,166954,72194,,,18.134712577487885,12.682080213560448,5.452632363927437,12.682080213560447,5.452632363927437,181.34712577487883,126.82080213560447,54.52632363927437,126.82080213560447,54.52632363927437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06,2021-04-07 08:00,15434496,10800637,4633859,10800637,4633859,11434391,7002239,4432152,7002239,4432152,805841,606392,199449,606392,199449,3194264,3192006,2258,3192006,2258,0,0,0,0,0,7644926,4910112,2734814,4910112,2734814,5833666,4353189,1480477,4353189,1480477,1124640,944820,179820,944820,179820,1761928,1001588,760340,1001588,760340,,227128,94911,,,18.558502331539838,12.986730952965065,5.571771378574776,12.986730952965063,5.571771378574776,185.5850233153984,129.86730952965064,55.71771378574776,129.86730952965064,55.71771378574776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07,2021-04-08 08:00,16253541,11515936,4737605,11515936,4737605,12037519,7509009,4528510,7509009,4528510,848894,642187,206707,642187,206707,3367128,3364740,2388,3364740,2388,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,19.543325453858575,13.846809452402177,5.6965160014564,13.846809452402177,5.6965160014564,195.43325453858574,138.46809452402175,56.965160014564,138.46809452402175,56.965160014564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-08,2021-04-09 08:00,17035698,12204176,4831522,12204176,4831522,12645371,8032471,4612900,8032471,4612900,886084,669924,216160,669924,216160,3504243,3501781,2462,3501781,2462,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,20.483794291203846,14.674352097439563,5.809442193764282,14.674352097439563,5.809442193764282,204.83794291203844,146.74352097439564,58.094421937642814,146.74352097439564,58.094421937642814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-09,2021-04-10 08:00,17580596,12670288,4910308,12670288,4910308,13076956,8394343,4682613,8394343,4682613,916854,691720,225134,691720,225134,3586786,3584225,2561,3584225,2561,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,21.138981917897414,15.23480710930122,5.904174808596195,15.23480710930122,5.904174808596194,211.38981917897414,152.3480710930122,59.04174808596194,152.3480710930122,59.04174808596194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-11,2021-04-12 08:00,18231747,13196552,5035195,13196552,5035195,13507568,8710965,4796603,8710965,4796603,958368,722451,235917,722451,235917,3765811,3763136,2675,3763136,2675,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,21.921928594723436,15.867589136716012,6.054339458007423,15.867589136716012,6.054339458007423,219.21928594723434,158.67589136716012,60.543394580074235,158.67589136716012,60.543394580074235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-12,2021-04-13 08:00,18684873,13567817,5117056,13567817,5117056,13804290,8935533,4868757,8935533,4868757,995734,750156,245578,750156,245578,3884849,3882128,2721,3882128,2721,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,22.466769186050893,16.313999720392935,6.15276946565796,16.313999720392935,6.15276946565796,224.66769186050894,163.13999720392934,61.527694656579605,163.13999720392934,61.527694656579605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13,2021-04-14 08:00,19244464,14058329,5186135,14058329,5186135,14221802,9289499,4932303,9289499,4932303,1027036,776123,250913,776123,250913,3995626,3992707,2919,3992707,2919,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,23.13962373719456,16.903793393969853,6.235830343224706,16.903793393969853,6.235830343224706,231.3962373719456,169.03793393969855,62.35830343224707,169.03793393969855,62.35830343224707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14,2021-04-15 11:00,20049936,14773908,5276028,14773908,5276028,14854474,9840593,5013881,9840593,5013881,1062422,803698,258724,803698,258724,4133040,4129617,3423,4129617,3423,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,24.108126627732098,17.76420856657419,6.343918061157908,17.76420856657419,6.343918061157908,241.081266277321,177.64208566574192,63.439180611579076,177.64208566574192,63.439180611579076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15,2021-04-16 08:00,20744105,15393858,5350247,15393858,5350247,15396946,10319684,5077262,10319684,5077262,1099930,831098,268832,831098,268832,4247229,4243076,4153,4243076,4153,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,24.942798327085463,18.509639030933904,6.433159296151558,18.509639030933904,6.433159296151557,249.4279832708546,185.09639030933903,64.33159296151558,185.09639030933903,64.33159296151558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16,2021-04-17 08:00,21332342,15906352,5425990,15906352,5425990,15831067,10687042,5144025,10687042,5144025,1130287,852964,277323,852964,277323,4370988,4366346,4642,4366346,4642,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,25.650096948044514,19.125863952946272,6.524232995098243,19.12586395294627,6.524232995098243,256.5009694804451,191.2586395294627,65.24232995098244,191.2586395294627,65.24232995098244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18,2021-04-19 08:00,21945707,16428425,5517282,16428425,5517282,16215677,10992320,5223357,10992320,5223357,1163456,876543,286913,876543,286913,4566574,4559562,7012,4559562,7012,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,26.38760958095361,19.753606704490213,6.634002876463397,19.753606704490213,6.634002876463397,263.8760958095361,197.53606704490213,66.34002876463397,197.53606704490213,66.34002876463397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-19,2021-04-20 08:00,22378776,16795784,5582992,16795784,5582992,16526626,11248051,5278575,11248051,5278575,1204361,908286,296075,908286,296075,4647789,4639447,8342,4639447,8342,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,26.908333551870292,20.195320697484355,6.713012854385933,20.19532069748436,6.7130128543859335,269.0833355187029,201.95320697484357,67.13012854385933,201.95320697484357,67.13012854385933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-20,2021-04-21 08:00,22935592,17288804,5646788,17288804,5646788,16905070,11571347,5333723,11571347,5333723,1242388,939534,302854,939534,302854,4788134,4777923,10211,4777923,10211,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,27.57785143144593,20.788130000716272,6.789721430729659,20.788130000716272,6.789721430729658,275.7785143144593,207.88130000716274,67.89721430729658,207.88130000716274,67.89721430729658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-21,2021-04-22 08:00,23656941,17932380,5724561,17932380,5724561,17359368,11962969,5396399,11962969,5396399,1284116,968568,315548,968568,315548,5013457,5000843,12614,5000843,12614,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,28.445204476103427,21.561968465964707,6.88323601013872,21.561968465964707,6.88323601013872,284.45204476103424,215.61968465964705,68.8323601013872,215.61968465964705,68.8323601013872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-22,2021-04-23 08:00,24286909,18496378,5790531,18496378,5790531,17741473,12289659,5451814,12289659,5451814,1320354,997621,322733,997621,322733,5225082,5209098,15984,5209098,15984,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,29.202680625424758,22.24012201227965,6.962558613145108,22.24012201227965,6.962558613145108,292.02680625424756,222.40122012279647,69.62558613145109,222.40122012279647,69.62558613145109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-23,2021-04-24 08:00,24821527,18965663,5855864,18965663,5855864,18079805,12574961,5504844,12574961,5504844,1358947,1027368,331579,1027368,331579,5382775,5363334,19441,5363334,19441,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,29.84550753726452,22.80439225256846,7.04111528469606,22.80439225256846,7.041115284696061,298.4550753726452,228.0439225256846,70.4111528469606,228.0439225256846,70.4111528469606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-25,2021-04-26 08:00,25446941,19486698,5960243,19486698,5960243,18501881,12918978,5582903,12918978,5582903,1422978,1069222,353756,1069222,353756,5522082,5498498,23584,5498498,23584,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,30.59750793800178,23.430886908585336,7.166621029416445,23.430886908585336,7.166621029416445,305.9750793800178,234.30886908585336,71.66621029416446,234.30886908585336,71.66621029416446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-26,2021-04-27 08:00,25892613,19854550,6038063,19854613,6038000,18830416,13183715,5646701,13183715,5646701,1466856,1103099,363757,1103099,363757,5595278,5567736,27542,5567736,27542,63,0,63,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,31.13338580865606,23.87319368683463,7.260192121821434,23.873269438297253,7.2601163703588085,311.3338580865606,238.73193686834628,72.60192121821434,238.73269438297254,72.60116370358809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-27,2021-04-28 08:00,26634961,20521233,6113728,20521685,6113276,19465427,13756748,5708679,13756748,5708679,1507091,1134048,373043,1134048,373043,5661991,5630437,31554,5630437,31554,452,0,452,452,0,,,,,,,,,,,,,,,,,,,,,,,,,,32.02598813845121,24.67481610520825,7.351172033242964,24.675359591892484,7.350628546558731,320.25988138451214,246.74816105208248,73.51172033242965,246.75359591892482,73.50628546558731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-28,2021-04-29 11:00,27803779,21562627,6241152,21563638,6240141,20494118,14675904,5818214,14675904,5818214,1592535,1207092,385443,1207092,385443,5716115,5679631,36484,5679631,36484,1011,0,1011,1011,0,,,,,,,,,,,,,,,,,,,,,,,,,,33.431379774054065,25.92699259202399,7.504387182030079,25.928208222638503,7.503171551415566,334.3137977405407,259.26992592023987,75.0438718203008,259.282082226385,75.03171551415566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-29,2021-04-30 08:00,28774580,22393183,6381397,22395289,6379291,21329667,15394941,5934726,15394941,5934726,1667261,1266702,400559,1266702,400559,5775546,5731540,44006,5731540,44006,2106,0,2106,2106,0,,,,,,,,,,,,,,,,,,,,,,,,,,34.598674943391714,26.925656588728152,7.6730183546635615,26.928188851907347,7.670486091484368,345.9867494339171,269.2565658872815,76.73018354663563,269.28188851907345,76.70486091484368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-02,2021-05-03 08:00,30147919,23492053,6655866,23498821,6649098,22441472,16279948,6161524,16279948,6161524,1789587,1365449,424138,1365449,424138,5910092,5846656,63436,5846656,63436,6768,0,6768,6768,0,,,,,,,,,,,,,,,,,,,,,,,,,,36.249983481972734,28.246942457541696,8.003041024431038,28.255080328955174,7.994903153017558,362.4998348197273,282.46942457541695,80.03041024431037,282.55080328955177,79.94903153017557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03,2021-05-04 08:00,30623902,23852426,6771476,23860165,6763737,22768239,16515448,6252791,16515448,6252791,1872526,1435533,436993,1435533,436993,5975398,5901445,73953,5901445,73953,7739,0,7739,7739,0,,,,,,,,,,,,,,,,,,,,,,,,,,36.822307425383215,28.68025645501359,8.142050970369622,28.68956186087484,8.132745564508376,368.2230742538322,286.8025645501359,81.42050970369623,286.8956186087484,81.32745564508376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04,2021-05-05 08:00,31468712,24537128,6931584,24546919,6921793,23399097,17014901,6384196,17014901,6384196,1932692,1482621,450071,1482621,450071,6127132,6039606,87526,6039606,87526,9791,0,9791,9791,0,,,,,,,,,,,,,,,,,,,,,,,,,,37.838110491107436,29.503544994102267,8.334565497005165,29.515317733317602,8.322792757789832,378.3811049110743,295.0354499410227,83.34565497005165,295.153177333176,83.22792757789833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05,2021-05-06 08:00,32596999,25451513,7145486,25462944,7134055,24240256,17679768,6560488,17679768,6560488,2004388,1534466,469922,1534466,469922,6340924,6237279,103645,6237279,103645,11431,0,11431,11431,0,,,,,,,,,,,,,,,,,,,,,,,,,,39.1947674833504,30.60300532986089,8.591762153489512,30.61675001191282,8.57801747143758,391.947674833504,306.0300532986089,85.91762153489513,306.1675001191282,85.7801747143758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06,2021-05-07 08:00,33565445,26205337,7360108,26220901,7344544,24919721,18186534,6733187,18186534,6733187,2089638,1600265,489373,1600265,489373,6540522,6418538,121984,6418538,121984,15564,0,15564,15564,0,,,,,,,,,,,,,,,,,,,,,,,,,,40.359230990870856,31.50940644989556,8.849824540975295,31.52812066837656,8.831110322494297,403.59230990870856,315.0940644989556,88.49824540975295,315.28120668376556,88.31110322494297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-07,2021-05-08 08:00,34408840,26836612,7572228,26854545,7554295,25480329,18585457,6894872,18585457,6894872,2164352,1652547,511805,1652547,511805,6746226,6598608,147618,6598608,147618,17933,0,17933,17933,0,,,,,,,,,,,,,,,,,,,,,,,,,,41.37333265469642,32.26845414146533,9.104878513231093,32.290016855421875,9.083315799274544,413.7333265469642,322.68454141465327,91.04878513231093,322.9001685542188,90.83315799274544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-09,2021-05-10 08:00,35079739,27266358,7813381,27286227,7793512,25926052,18847145,7078907,18847145,7078907,2277191,1738394,538797,1738394,538797,6856627,6680819,175808,6680819,175808,19869,0,19869,19869,0,,,,,,,,,,,,,,,,,,,,,,,,,,42.1800244090451,32.78518252332956,9.394841885715548,32.80907309175663,9.370951317288476,421.80024409045103,327.8518252332956,93.94841885715547,328.0907309175663,93.70951317288475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-10,2021-05-11 11:00,35709755,27686865,8022890,27711114,7998641,26318180,19088134,7230046,19088134,7230046,2375361,1809562,565799,1809562,565799,6991965,6789169,202796,6789169,202796,24249,0,24249,24249,0,,,,,,,,,,,,,,,,,,,,,,,,,,42.937558273766534,33.29080189307955,9.64675638068698,33.31995899176535,9.617599282001184,429.3755827376653,332.9080189307955,96.46756380686979,333.1995899176535,96.17599282001184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-11,2021-05-12 14:00,36837184,28516504,8320680,28544440,8292744,27168667,19701594,7467073,19701594,7467073,2463861,1870450,593411,1870450,593411,7176720,6944460,232260,6944460,232260,27936,0,27936,27936,0,,,,,,,,,,,,,,,,,,,,,,,,,,44.29318360323279,34.288363285161054,10.004820318071735,34.321953648016695,9.971229955216096,442.9318360323279,342.88363285161057,100.04820318071734,343.21953648016694,99.71229955216096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-13,2021-05-14 08:15,38646171,29823801,8822370,29857726,8788445,28550253,20677716,7872537,20677716,7872537,2616960,1980398,636562,1980398,636562,7445033,7165687,279346,7165687,279346,33925,0,33925,33925,0,,,,,,,,,,,,,,,,,,,,,,,,,,46.46831711308146,35.860262647635544,10.608054465445917,35.90105420905728,10.567262904024183,464.68317113081457,358.60262647635545,106.08054465445916,359.01054209057276,105.67262904024183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-14,2021-05-15 08:00,39414342,30353408,9060934,30392841,9021501,29105381,21044011,8061370,21044011,8061370,2683491,2030164,653327,2030164,653327,7586037,7279233,306804,7279233,306804,39433,0,39433,39433,0,,,,,,,,,,,,,,,,,,,,,,,,,,47.391969125723875,36.497064312186154,10.894904813537714,36.54447871576886,10.847490409955013,473.91969125723875,364.9706431218616,108.94904813537714,365.4447871576886,108.47490409955012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-16,2021-05-17 08:00,40075392,30743232,9332160,30790970,9284422,29570308,21305968,8264340,21305968,8264340,2792232,2113398,678834,2113398,678834,7665114,7323866,341248,7323866,341248,47738,0,47738,47738,0,,,,,,,,,,,,,,,,,,,,,,,,,,48.186818401415444,36.96579031482921,11.22102808658623,37.023190685032624,11.16362771638282,481.8681840141544,369.6579031482921,112.2102808658623,370.2319068503262,111.63627716382821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-17,2021-05-18 13:00,40642605,31094584,9548021,31150725,9491880,29918662,21501257,8417405,21501257,8417405,2882187,2173111,709076,2173111,709076,7785615,7420216,365399,7420216,365399,56141,0,56141,56141,0,,,,,,,,,,,,,,,,,,,,,,,,,,48.86883767713262,37.38825742429564,11.48058025283698,37.45576159672829,11.413076080404334,488.6883767713262,373.8825742429564,114.8058025283698,374.55761596728286,114.13076080404333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-18,2021-05-19 11:00,41517849,31616223,9901626,31678786,9839063,30511166,21803316,8707850,21803316,8707850,2986323,2246741,739582,2246741,739582,7957797,7566166,391631,7566166,391631,62563,0,62563,62563,0,,,,,,,,,,,,,,,,,,,,,,,,,,49.92123471132579,38.01547833243038,11.905756378895397,38.09070434443416,11.830530366891628,499.21234711325786,380.1547833243039,119.05756378895397,380.9070434443416,118.30530366891628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-19,2021-05-20 14:00,42611604,32178636,10432968,32258912,10352692,31310714,22146966,9163748,22146966,9163748,3082022,2311338,770684,2311338,770684,8138592,7720332,418260,7720332,418260,80276,0,80276,80276,0,,,,,,,,,,,,,,,,,,,,,,,,,,51.236370282816644,38.69172606813801,12.544644214678636,38.78825026518122,12.448120017635421,512.3637028281664,386.91726068138007,125.44644214678635,387.8825026518122,124.48120017635422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-20,2021-05-21 08:00,43549672,32633840,10915832,32724085,10825587,31990150,22409631,9580519,22409631,9580519,3175990,2374685,801305,2374685,801305,8293287,7849524,443763,7849524,443763,90245,0,90245,90245,0,,,,,,,,,,,,,,,,,,,,,,,,,,52.364307156501596,39.23906525532794,13.125241901173656,39.347576219528506,13.016730936973088,523.6430715650159,392.3906525532794,131.25241901173655,393.4757621952851,130.16730936973087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-21,2021-05-22 08:00,44385214,33041570,11343644,33142439,11242775,32575841,22634281,9941560,22634281,9941560,3259719,2430275,829444,2430275,829444,8448785,7977014,471771,7977014,471771,100869,0,100869,100869,0,,,,,,,,,,,,,,,,,,,,,,,,,,53.368966340390685,39.72932150701499,13.6396448333757,39.85060681310338,13.518359527287306,533.6896634039069,397.29321507014987,136.396448333757,398.5060681310338,135.18359527287305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-24,2021-05-25 08:00,45399574,33503002,11896572,33629271,11770303,33252184,22865794,10386390,22865794,10386390,3447133,2566223,880910,2566223,880910,8573988,8070985,503003,8070985,503003,126269,0,126269,126269,0,,,,,,,,,,,,,,,,,,,,,,,,,,54.58863703291092,40.284149267367326,14.304487765543596,40.43597563933964,14.15266139357128,545.8863703291092,402.84149267367326,143.04487765543595,404.35975639339637,141.52661393571282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-25,2021-05-26 08:00,46063274,33789188,12274086,33941470,12121804,33697833,23013975,10683858,23013975,10683858,3531823,2621234,910589,2621234,910589,8681336,8153979,527357,8153979,527357,152282,0,152282,152282,0,,,,,,,,,,,,,,,,,,,,,,,,,,55.386672679649436,40.62826050677897,14.758412172870464,40.81136501839059,14.575307661258842,553.8667267964943,406.2826050677897,147.58412172870464,408.1136501839059,145.75307661258842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-26,2021-05-27 08:00,47358842,34305216,13053626,34539579,12819263,34683454,23365661,11317793,23365661,11317793,3623044,2682765,940279,2682765,940279,8817981,8256790,561191,8256790,561191,234363,0,234363,234363,0,,,,,,,,,,,,,,,,,,,,,,,,,,56.94446904362973,41.24873472512337,15.695734318506355,41.530533773302636,15.41393527032709,569.4446904362973,412.48734725123376,156.95734318506356,415.30533773302636,154.1393527032709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-27,2021-05-28 08:00,48385907,34711424,13674483,35024896,13361011,35413937,23624702,11789235,23624702,11789235,3709455,2733847,975608,2733847,975608,8949043,8352875,596168,8352875,596168,313472,0,313472,313472,0,,,,,,,,,,,,,,,,,,,,,,,,,,58.179416281112765,41.73716091766572,16.442255363447043,42.11408095722338,16.065335323889386,581.7941628111276,417.3716091766572,164.4225536344704,421.14080957223376,160.65335323889386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-28,2021-05-29 08:00,49255748,35058647,14197101,35453649,13802099,35996302,23834712,12161590,23834712,12161590,3792059,2781721,1010338,2781721,1010338,9072385,8442214,630171,8442214,630171,395002,0,395002,395002,0,,,,,,,,,,,,,,,,,,,,,,,,,,59.225316725582665,42.15466330031976,17.0706534252629,42.62961535174813,16.595701373834537,592.2531672558267,421.54663300319766,170.70653425262904,426.2961535174813,165.95701373834538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
